,company,title,Job_Category,location,overall_score,Company_Size,Found_Year,Company_Type,Industry,Sector,salary,Lower_salary,Upper_salary
980,AGS Group,Business Planning/ Business Analytics Manager,Data Scientist,Hong Kong,3.0,1 to 50 Employees,,Company - Private,,,HK$308K - HK$492K,308.0,492.0
981,SIRIUS Partners Ltd,Data Engineer- Top Financial Institution,Data Scientist,Hong Kong,,51 to 200 Employees,,Self-employed,,,HK$216K - HK$420K,216.0,420.0
982,Tangspac Consulting (HK) Ltd.,"Data Analyst (Retail Banking, 2 vacancies)",Data Scientist,Hong Kong,2.9,51 to 200 Employees,,Company - Private,IT Services,Information Technology,,,
983,RGF HR Agent,Machine Learning Engineer - Cantonese Native Speaker (Hong Kong) - IT,Data Scientist,Hong Kong,3.6,51 to 200 Employees,2011,Unknown,Staffing & Outsourcing,Business Services,,,
984,Bond West Consultants,Business Analyst / Data Analyst – Power BI,Data Scientist,Hong Kong,2.3,201 to 500 Employees,,Unknown,,,,,
985,AGS Group,Data Engineer (Warehouse / ETL / Informatica),Data Scientist,Hong Kong,3.0,1 to 50 Employees,,Company - Private,,,HK$216K - HK$420K,216.0,420.0
986,Hong Kong Public Opinion Research Institute (HKPORI),Executive (Data Science),Data Scientist,Hong Kong,,,,,,,,,
987,HSBC,Data Science Engineering Lead - Digital Business Services,Data Scientist,Kowloon City,4.1,10000+ Employees,1865,Company - Public,Banks & Credit Unions,Finance,HK$432K - HK$660K,432.0,660.0
988,Seamatch Asia Limited,System Analyst / Data Analyst - Web / Big Data / Programmer / Android iOS Developer,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,,,
989,Cogs Agency,Consumer Insight/ Data Science Assistant Manager,Data Scientist,Hong Kong,4.0,1 to 50 Employees,2014,Company - Private,Staffing & Outsourcing,Business Services,HK$240K - HK$540K,240.0,540.0
990,HamlynWilliams,"Assistant Manager, Credit Risk Data Analyst",Data Scientist,Hong Kong,3.5,51 to 200 Employees,2011,Company - Private,Staffing & Outsourcing,Business Services,HK$384K - HK$480K,384.0,480.0
991,BOC Credit Card,"Data Analytic Manager, Enterprise Data Analytics and Management",Data Scientist,Sai Ying Pun,3.5,Unknown,,Company - Public,Banks & Credit Unions,Finance,HK$204K - HK$300K,204.0,300.0
992,Pacific Careers,Data Analyst (Telecom / up to 60K),Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
993,A Start Personnel Limited,Data Analyst/Senior Data Analyst 數據分析師/高級數據分析師,Data Scientist,Tsuen Wan,,Unknown,,Company - Private,,,HK$303K - HK$486K,303.0,486.0
994,If,Data Analyst (customer/web analytics),Data Scientist,Central,4.0,Unknown,,Company - Private,,,,,
995,Bitex Limited,Data Engineer (Artificial Intelligence / Natural Language Processing / Machine Learning),Data Scientist,Hong Kong,4.3,1 to 50 Employees,,Self-employed,,,,,
996,"TCL Corporate Research (Hong Kong) Co., Limited",Senior Machine Learning Engineer/Expert (Planning and Reinforcement Learning),Data Scientist,Hong Kong,3.9,,,,,,,,
997,新世界建築,Data Engineer / Analyst,Data Scientist,Hong Kong,3.9,,,,,,,,
998,Silicon Valley Associates Recruitment - Hong Kong,"Senior Data Engineer, Industry-Media Company, +$600K HKD",Data Scientist,Tseung Kwan O,4.7,Unknown,,Company - Private,,,,,
999,Amazon Web Services Hong Kong,Data and Machine Learning Architect,Data Scientist,Causeway Bay,3.8,10000+ Employees,1994,Company - Public,Internet,Information Technology,HK$426K - HK$437K,426.0,437.0
1000,South China Morning Post,Senior Data Analyst (Data),Data Scientist,Remote,3.3,501 to 1000 Employees,1903,Company - Private,Publishing,Media,,,
1001,Morgan Stanley,Quantitative Research: Strats - Quant Developer,Data Scientist,Hong Kong,4.0,10000+ Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,HK$513K - HK$672K,513.0,672.0
1002,STA Pacific,Assistant Data Analyst,Data Scientist,Hong Kong,4.5,1 to 50 Employees,,Company - Private,,,HK$204K - HK$420K,204.0,420.0
1003,Klook,Senior Business Analytics Manager / Business Analytics Manager,Data Scientist,Hong Kong,3.4,1001 to 5000 Employees,2014,Company - Private,Travel Agencies,Travel & Tourism,,,
1004,"TCL Corporate Research (Hong Kong) Co., Limited",Research Scientist – AI / Machine Learning,Data Scientist,Hong Kong,3.9,,,,,,,,
1005,Vanguard Business Services Limited,Data Analytics Manager,Data Scientist,Hong Kong,3.9,,,,,,,,
1006,Pacific Careers,Junior Data Engineer,Data Scientist,Quarry Bay,,Unknown,,Company - Private,,,HK$216K - HK$456K,216.0,456.0
1007,Pacific Careers,President of blockchain research institute or chief scientist of blockchain,Data Scientist,Hong Kong,,Unknown,,Company - Private,,,,,
1008,Ekimetrics,Hong Kong / Junior Consultant in Strategy & Data Science,Data Scientist,Hong Kong,4.5,51 to 200 Employees,2006,Company - Private,Advertising & Marketing,Business Services,HK$264K - HK$500K,264.0,500.0
1009,Williamselect,"Business Data Analyst - SaaS Service Provider (Welcome Fresh Grad, 15-18K)",Data Scientist,Hong Kong,5.0,Unknown,,Company - Private,,,,,
1010,Maxim's Caterers Limited,"Assistant Business Analytic Manager, Supply Chain",Data Scientist,Hong Kong,3.1,10000+ Employees,1956,Company - Private,Casual Restaurants,"Restaurants, Bars & Food Services",,,
1011,S.F. Express (Hong Kong) Limited,(Senior) Data Analyst - IT,Data Scientist,Hong Kong,2.6,5001 to 10000 Employees,,Company - Private,Federal Agencies,Government,,,
1012,"The Bank of East Asia, Limited",Assistant Advanced Analytics Manager,Data Scientist,Hong Kong,3.1,5001 to 10000 Employees,,Company - Public,Banks & Credit Unions,Finance,,,
1013,SUPER Corporate Consultancy Group,SENIOR DATA ANALYST (BANK),Data Scientist,Hong Kong,,1 to 50 Employees,,Company - Private,,,,,
1014,Hutchison Travel Limited (hutchgo.com),Business Analytics Manager,Data Scientist,Hung Hom,2.0,1 to 50 Employees,,Company - Private,,,HK$308K - HK$492K,308.0,492.0
1015,HKTDC,Senior Data Analytics Manager,Data Scientist,Chai Wan,2.9,501 to 1000 Employees,1966,Non-profit Organisation,Social Assistance,Non-Profit,,,
1016,Centre for Advances in Reliability and Safety Limited,Research Scientist (Ref. No.: CAiRS-RS/P1.1-3),Data Scientist,Hong Kong,,Unknown,,Company - Public,,,,,
1017,Swing Consulting,Senior Data Analyst (Data Analytics Projects),Data Scientist,Hong Kong,3.0,Unknown,,Company - Private,,,,,
1018,Simatelex,Data Analyst / Assistant Data Analyst,Data Scientist,Wong Chuk Hang,3.0,Unknown,,Company - Private,,,,,
1019,Lloyd Karson International Limited,Sr Data Analyst / Senior System Analyst – Data warehouse - Insurance (ETL / SSIS)(HKD40k – 50k),Data Scientist,Hong Kong,,Unknown,,Company - Public,,,HK$282K - HK$456K,282.0,456.0
1020,Baozun Hongkong Limited,"Assistant Data Analyst (E-commerce) --- ""World's Leading Sports Brand""",Data Scientist,Hong Kong,3.9,,,,,,,,
1021,XY Capital Limited,Senior Quantitative Researcher,Data Scientist,Hong Kong,4.5,1 to 50 Employees,,Company - Private,,,HK$189K - HK$600K,189.0,600.0
1022,Swing Consulting,Senior Data Analyst (Data Mining/ETL),Data Scientist,Hong Kong,3.0,Unknown,,Company - Private,,,HK$336K - HK$456K,336.0,456.0
1023,Seamatch Asia,Project Manager/ System Analyst /Data Analyst / Business Analyst / Analyst Programmer/ Designer,Data Scientist,Hong Kong,2.8,1 to 50 Employees,,Company - Private,Staffing & Outsourcing,Business Services,HK$192K - HK$360K,192.0,360.0
1024,Arbele Limited,Technical Specialist/ Senior Scientist (Stem Cell Biology),Data Scientist,Hong Kong,,1 to 50 Employees,,Company - Private,,,,,
1025,Eternity Consulting,"Data Analyst / Senior Data analyst - SQL, Tableau, database structure",Data Scientist,Lai Chi Kok,3.0,Unknown,,Company - Private,,,HK$276K - HK$480K,276.0,480.0
1026,CargoSmart Limited,Data Science / Machine Learning Trainee,Data Scientist,Sha Tin,3.6,201 to 500 Employees,2000,Company - Private,IT Services,Information Technology,HK$120K - HK$312K,120.0,312.0
1027,DFS Group,Graduate Development Program (Data Science) 2021 Intake,Data Scientist,Hong Kong,3.6,5001 to 10000 Employees,1960,Subsidiary or Business Segment,"Gift, Novelty & Souvenir Stores",Retail,,,
1028,Bank of China (Hong Kong),Senior Data Analyst / Data Analyst (Data Scientist),Data Scientist,Hong Kong,3.3,10000+ Employees,,Company - Public,Banks & Credit Unions,Finance,,,
